date,location,name,organization,type of death,url
"March 10, 2009","Abu Ghraib, Iraq",Suhaib Adnan,Al-Baghdadia TV,Crossfire,https://cpj.org/data/people/suhaib-adnan/index.php
"May 30, 2017","Heet, Iraq",Suhaib al-Heeti,Asiasat,Dangerous Assignment,https://cpj.org/data/people/suhaib-al-heeti/index.php
"January 4, 2013","Damascus, Syria",Suhail Mahmoud al-Ali,Dunya TV,Murder,https://cpj.org/data/people/suhail-mahmoud-al-ali/index.php
"May 13, 2007","Gaza City, Israel and the Occupied Palestinian Territory",Suleiman Abdul-Rahim al-Ashi,Palestine,Murder,https://cpj.org/data/people/suleiman-abdul-rahim-al-ashi/index.php
"September 9, 2009","an area near Kunduz, Afghanistan",Sultan Mohammed Munadi,The New York Times,Dangerous Assignment,https://cpj.org/data/people/sultan-mohammed-munadi/index.php
"April 24, 2010","Jos, Plateau State, Nigeria",Sunday Gyang Bwede,The Light Bearer,Murder,https://cpj.org/data/people/sunday-gyang-bwede/index.php
"October 27, 1999","Grozny, Russia",Supian Ependiyev,Groznensky Rabochy,Crossfire,https://cpj.org/data/people/supian-ependiyev/index.php
"November 27, 2007","Kilinochchi, Sri Lanka",Suresh Linbiyo,Voice of Tigers,Crossfire,https://cpj.org/data/people/suresh-linbiyo/index.php
"May 8, 2011","Abidjan, Ivory Coast",Sylvain Gagnetau Lago,Radio Yopougon,Murder,https://cpj.org/data/people/sylvain-gagnetau-lago/index.php
"November 27, 2007","Kilinochchi, Sri Lanka",T. Tharmalingam,Voice of Tigers,Crossfire,https://cpj.org/data/people/t-tharmalingam/index.php
"October 21, 1993","Unknown, Tajikistan",Tabarali Saidaliev,Ba Pesh,Murder,https://cpj.org/data/people/tabarali-saidaliev/index.php
"August 27, 2016","Daret Ezza, Aleppo province, Syria",Taha Shawkat Al-Halou,Freelance,Crossfire,https://cpj.org/data/people/taha-shawkat-al-halou/index.php
"June 2, 1993","Algiers, Algeria",Tahar Djaout,Ruptures,Murder,https://cpj.org/data/people/tahar-djaout/index.php
"January 4, 2009","Dera Ismail Khan, Pakistan",Tahir Awan,freelance,Dangerous Assignment,https://cpj.org/data/people/tahir-awan/index.php
"October 4, 2010","Garma, Iraq",Tahrir Kadhim Jawad,freelance,Murder,https://cpj.org/data/people/tahrir-kadhim-jawad/index.php
"February 12, 2017","Karachi, Pakistan",Taimoor Khan,Samaa TV,Dangerous Assignment,https://cpj.org/data/people/taimoor-khan/index.php
"May 26, 2017","Taiz, Yemen",Takieddin al-Hudhaifi,Al-Akhbariya,Crossfire,https://cpj.org/data/people/takieddin-al-hudhaifi/index.php
"August 19, 2013","Damanhur, Egypt",Tamer Abdel Raouf,Al-Ahram,Dangerous Assignment,https://cpj.org/data/people/tamer-abdel-raouf/index.php
"September 9, 2012","Aleppo, Syria",Tamer al-Awam,Freelance,Crossfire,https://cpj.org/data/people/tamer-al-awam/index.php
"November 18, 1998","Vancouver, Canada",Tara Singh Hayer,Indo-Canadian Times,Murder,https://cpj.org/data/people/tara-singh-hayer/index.php
"April 8, 2003","Baghdad, Iraq",Taras Protsyuk,Reuters,Crossfire,https://cpj.org/data/people/taras-protsyuk/index.php
"April 8, 2003","Baghdad, Iraq",Tareq Ayyoub,Al-Jazeera,Crossfire,https://cpj.org/data/people/tareq-ayyoub/index.php
"May 27, 2014","Odisha, India",Tarun Kumar Acharya,"Kanak TV, Sambad",Murder,https://cpj.org/data/people/tarun-kumar-acharya/index.php
"June 27, 1993","Sarajevo, Bosnia",Tasar Omer,Freelance,Dangerous Assignment,https://cpj.org/data/people/tasar-omer/index.php
"November 17, 1992","an unknown place, Tajikistan",Tavakkal Faizulloev,Subhi Yovon,Murder,https://cpj.org/data/people/tavakkal-faizulloev/index.php
"October 16, 1994","Unknown, Algeria",Tayeb Bouterfif,Algerian Radio,Murder,https://cpj.org/data/people/tayeb-bouterfif/index.php
"September 2, 2008","Makhachkala, Russia",Telman (Abdulla) Alishayev,TV-Chirkei,Murder,https://cpj.org/data/people/telman-abdulla-alishayev/index.php
"March 22, 2003","near Al-Zubayr, Iraq",Terry Lloyd,ITV News,Crossfire,https://cpj.org/data/people/terry-lloyd/index.php
"April 5, 2007","Baghdad, Iraq",Thaer Ahmad Jaber,Baghdad TV,Murder,https://cpj.org/data/people/thaer-ahmad-jaber/index.php
"July 27, 2015","Damascus, Syria",Thaer al-Ajlani,Sham FM; al-Watan,Crossfire,https://cpj.org/data/people/thaer-al-ajlani/index.php
"April 26, 2015","Mosul, Iraq",Thaer Al-Ali,Rai al-Nas,Murder,https://cpj.org/data/people/thaer-al-ali/index.php
"October 12, 2006","Baghdad, Iraq",Thaker al-Shouwili,Al-Shaabiya,Murder,https://cpj.org/data/people/thaker-al-shouwili/index.php
"April 8 or 9, 1994","Kigali, Rwanda",Tharcisse Rubwiriza,Orinfor,Murder,https://cpj.org/data/people/tharcisse-rubwiriza/index.php
"May 18, 1996","Phnom Penh, Cambodia",Thun Bun Ly,Odom K'tek Khmer,Murder,https://cpj.org/data/people/thun-bun-ly/index.php
"November 1, 1992","Travnik, Bosnia",Tihomir Tunukovic,BBC TV,Crossfire,https://cpj.org/data/people/tihomir-tunukovic/index.php
"April 20, 2011","Misurata, Libya",Tim Hetherington,Freelance,Crossfire,https://cpj.org/data/people/tim-hetherington/index.php
"June 3, 2002","Rio de Janeiro, Brazil",Tim Lopes,TV Globo,Murder,https://cpj.org/data/people/tim-lopes/index.php
"August 22, 2007","Mayor Otaño, Paraguay",Tito Alberto Palma,Radio Mayor Otaño and Radio Chaco Boreal,Murder,https://cpj.org/data/people/tito-alberto-palma/index.php
"June 11, 1994","Phnom Penh, Cambodia",Tou Chhom Mongkol,Antarakum,Murder,https://cpj.org/data/people/tou-chhom-mongkol/index.php
"February 26, 1998","Abeokuta, Nigeria",Tunde Oladepo,The Guardian,Murder,https://cpj.org/data/people/tunde-oladepo/index.php
"June, 1992","Bokhtar, Tajikistan",Tura Kobilov,Bairaki Dusti,Murder,https://cpj.org/data/people/tura-kobilov/index.php
"February 20, 2014","Yabroud, Syria",Turad Mohamed al-Zahouri,Freelance,Crossfire,https://cpj.org/data/people/turad-mohamed-al-zahouri/index.php
"September 27, 1999","Rangoon, Myanmar",U Hla Han,Kyemon,Dangerous Assignment,https://cpj.org/data/people/u-hla-han/index.php
"October 2, 1999","Rangoon, Myanmar",U Tha Win,Kyemon,Dangerous Assignment,https://cpj.org/data/people/u-tha-win/index.php
"January 27, 1993","Ankara, Turkey",Ugur Mumcu,Cumhuriyet,Murder,https://cpj.org/data/people/ugur-mumcu/index.php
"November 26, 2001","Taloqan, Afghanistan",Ulf Strömberg,TV4,Murder,https://cpj.org/data/people/ulf-stromberg/index.php
"January 11, 2009","Janakpur , Nepal",Uma Singh,"Janakpur Today, Radio Today",Murder,https://cpj.org/data/people/uma-singh/index.php
"January 23, 2011","Raipur district, India",Umesh Rajput,Nai Dunia,Murder,https://cpj.org/data/people/umesh-rajput/index.php
"December 27, 1995","Krasnoyarsk, Russia",Vadim Alferyev,Segodnyashnyaya Gazeta,Murder,https://cpj.org/data/people/vadim-alferyev/index.php
"January 8, 2006","Tula, Russia",Vagif Kochetkov,Trud and Tulsky Molodoi Kommunar,Murder,https://cpj.org/data/people/vagif-kochetkov/index.php
"January 8, 2010","Saltillo, Mexico",Valentín Valdés Espinosa,Zócalo de Saltillo,Murder,https://cpj.org/data/people/valentin-valdes-espinosa/index.php
"July 5, 2012","Goiânia, Brazil",Valério Luiz de Oliveira,Radio Jornal,Murder,https://cpj.org/data/people/valerio-luiz-de-oliveira/index.php
"April 29, 2002","Togliatti, Russia",Valery Ivanov,Tolyatinskoye Obozreniye,Murder,https://cpj.org/data/people/valery-ivanov/index.php
"February 21, 2004","Medak, India",Veeraboina Yadagiri,Andhra Prabha,Murder,https://cpj.org/data/people/veeraboina-yadagiri/index.php
"May 10, 1994","Kigali, Rwanda",Vénant Ntawucikayenda,TV Rwanda,Murder,https://cpj.org/data/people/venant-ntawucikayenda/index.php
"June 26, 1996","Dublin, Ireland",Veronica Guerin,Sunday Independent,Murder,https://cpj.org/data/people/veronica-guerin/index.php
"June 24, 2017","Mosul, Iraq",Veronique Robert,#5BisProduction,Crossfire,https://cpj.org/data/people/veronique-robert/index.php
"February 17, 1995","Kaluga, Russia",Viatcheslav Rudnev,Freelancer,Murder,https://cpj.org/data/people/viatcheslav-rudnev/index.php
"July 26, 1997","Mexico City, Mexico",Víctor Hernández Martínez,Como,Murder,https://cpj.org/data/people/victor-hernandez-martinez/index.php
"September 12, 1994","Guatemala City, Guatemala",Victor Hugo López Escobar,Radio Progreso,Murder,https://cpj.org/data/people/victor-hugo-lopez-escobar/index.php
"November 23, 2009","Ampatuan, Philippines",Victor Nuñez,UNTV,Murder,https://cpj.org/data/people/victor-nunez/index.php
"July 20, 2010","Allahabad, India",Vijay Pratap Singh,Indian Express,Dangerous Assignment,https://cpj.org/data/people/vijay-pratap-singh/index.php
"November 25, 2008","Rosera, India",Vikas Ranjan,Hindustan,Murder,https://cpj.org/data/people/vikas-ranjan/index.php
"May 12, 1996","Chita, Russia",Viktor Mikhailov,Zabaikalsky Rabochy,Murder,https://cpj.org/data/people/viktor-mikhailov/index.php
"March 28, 1996","Dushanbe, Tajikistan",Viktor Nikulin,Russian Public TV (ORT),Murder,https://cpj.org/data/people/viktor-nikulin/index.php
"March 11, 1996","Grozny, Russia",Viktor Pimenov,Vaynakh Television,Crossfire,https://cpj.org/data/people/viktor-pimenov/index.php
"April 5, 1995","near Bujumbura, Burundi",Vincent Francis,Worldwide Television News (WTN),Murder,https://cpj.org/data/people/vincent-francis/index.php
"May 23, 2000","Sasmuan, Philippines",Vincent Rodriguez,DZMM Radio,Dangerous Assignment,https://cpj.org/data/people/vincent-rodriguez/index.php
"April 10-12, 1994","Kigali, Rwanda",Vincent Rwabukwisi,Kanguka,Murder,https://cpj.org/data/people/vincent-rwabukwisi/index.php
"November 27, 1992","La Carlota, Venezuela",Virgilio Fernández,El Universal,Dangerous Assignment,https://cpj.org/data/people/virgilio-fernandez/index.php
"October 12, 1993","Unknown, Lithuania",Vitas Lingis,Republica,Murder,https://cpj.org/data/people/vitas-lingis/index.php
"October 3, 1993","Moscow, Russia",Vladimir Drobyshev,Nature and Man,Dangerous Assignment,https://cpj.org/data/people/vladimir-drobyshev/index.php
"April 18, 1995","Sevastopol, Ukraine",Vladimir Ivanov,The Glory of Sevastopol,Murder,https://cpj.org/data/people/vladimir-ivanov/index.php
"February 20, 2000","Chechnya, Russia",Vladimir Yatsina,ITAR-TASS,Murder,https://cpj.org/data/people/vladimir-yatsina/index.php
"January 1, 1995","Grozny, Russia",Vladimir Zhitarenko,Krasnaya Zvezda,Crossfire,https://cpj.org/data/people/vladimir-zhitarenko/index.php
"March 1, 1995","Moscow, Russia",Vladislav Listyev,Russian Public TV (ORT),Murder,https://cpj.org/data/people/vladislav-listyev/index.php
"November 11, 2001","Takhar Province, Afghanistan",Volker Handloik,freelance reporter,Crossfire,https://cpj.org/data/people/volker-handloik/index.php
"June 13, 1999","Kosovo, Yugoslavia",Volker Kraemer,Stern,Crossfire,https://cpj.org/data/people/volker-kraemer/index.php
"February 19, 2014","Kiev, Ukraine",Vyacheslav Veremiy,Vesti,Murder,https://cpj.org/data/people/vyacheslav-veremiy/index.php
"November, 2004","Mosul, Iraq",Wadallah Sarhan,Akhbar al-Mosul,Murder,https://cpj.org/data/people/wadallah-sarhan/index.php
"November 27, 2013","Basra, Iraq",Wadih Sa'ad al-Hamdani,Baghdad TV,Dangerous Assignment,https://cpj.org/data/people/wadih-saad-al-hamdani/index.php
"May 26, 2017","Taiz, Yemen",Wael al-Absi,Yemen TV,Crossfire,https://cpj.org/data/people/wael-al-absi/index.php
"October 9, 2011","Cairo, Egypt",Wael Mikhael,Al-Tareeq,Dangerous Assignment,https://cpj.org/data/people/wael-mikhael/index.php
"May 7, 2004","Mahmoudiya, Iraq",Waldemar Milewicz,TVP,Crossfire,https://cpj.org/data/people/waldemar-milewicz/index.php
"August 28, 2005","Baghdad, Iraq",Waleed Khaled,Reuters,Crossfire,https://cpj.org/data/people/waleed-khaled/index.php
"April 14, 2013","Coronel Fabriciano, Brazil",Walgney Assis Carvalho,Freelance,Murder,https://cpj.org/data/people/walgney-assis-carvalho/index.php
"January 13, 2011","Karachi, Pakistan",Wali Khan Babar,Geo TV,Murder,https://cpj.org/data/people/wali-khan-babar-1/index.php
"March 3, 2013","Damascus, Syria",Walid Jamil Amira,Jobar Media Center,Crossfire,https://cpj.org/data/people/walid-jamil-amira/index.php
"October 23, 2015","Binin, Idlib province , Syria",Wasem Aledel,Maarat Media Center,Crossfire,https://cpj.org/data/people/wasem-aledel/index.php
"March 30, 2015","Dhaka, Bangladesh",Washiqur Rahman Babu,Freelance,Murder,https://cpj.org/data/people/washiqur-rahman-babu/index.php
"December 23, 2013","Tikrit, Iraq",Wassan Al-Azzawi,Salaheddin TV,Murder,https://cpj.org/data/people/wassan-al-azzawi/index.php
"June 28, 2018","Annapolis, Maryland, USA",Wendi Winters,Capital Gazette,Murder,https://cpj.org/data/people/wendi-winters/index.php
"September 11, 2001","New York City, USA",William Biggart,freelance,Dangerous Assignment,https://cpj.org/data/people/william-biggart/index.php
"January 28, 1998","Gisenyi, Rwanda",Wilson Ndayambadje,National Rwanda Radio and TV,Murder,https://cpj.org/data/people/wilson-ndayambadje/index.php
"April 7, 1994","Remera, Rwanda",Winifrida Mukamana,Reba Videwo,Murder,https://cpj.org/data/people/winifrida-mukamana/index.php
"May 21, 2008","Baghdad, Iraq",Wissam Ali Ouda,Al-Afaq,Crossfire,https://cpj.org/data/people/wissam-ali-ouda/index.php
"January 12, 2012","Phuket, Thailand","Wisut ""Ae"" Tangwittayaporn",Inside Phuket,Murder,https://cpj.org/data/people/wisut-ae-tangwittayaporn/index.php
"April 10, 2001","Surat Thani, Thailand",Withayut Sangsopit,Freelancer,Murder,https://cpj.org/data/people/withayut-sangsopit/index.php
"February 2, 2006","Taizhou, China",Wu Xianghu,Taizhou Wanbao,Murder,https://cpj.org/data/people/wu-xianghu/index.php
"May 8, 1999","Belgrade, Yugoslavia",Xu Xinghu,The Guangming Daily,Crossfire,https://cpj.org/data/people/xu-xinghu/index.php
"March 19, 1994","Algiers, Algeria",Yahia Djamel Benzaghou,"El Moudjahid, Algerian Press Service",Murder,https://cpj.org/data/people/yahia-djamel-benzaghou/index.php
"September 12, 2015","Mosul, Iraq",Yahya Abdul Hamid,Radio Rasheed,Murder,https://cpj.org/data/people/yahya-abdul-hamid/index.php
"July 31, 1992","Gercus, Turkey",Yahya Orhan,Ozgur Gundem,Murder,https://cpj.org/data/people/yahya-orhan/index.php
"April 23, 2017","Malé, Maldives",Yameen Rasheed,The Daily Panic,Murder,https://cpj.org/data/people/yameen-rasheed/index.php
"April 30, 2018","Kabul, Afghanistan",Yar Mohammad Tokhi,TOLO News,Murder,https://cpj.org/data/people/yar-mohammad-tokhi/index.php
"May 27, 2013","Al-Qusayr, Syria",Yara Abbas,Al-Ikhbariya,Crossfire,https://cpj.org/data/people/yara-abbas/index.php
"April 7, 2018","Khan Yunis, Israel and the Occupied Palestinian Territory",Yaser Murtaja,Ain Media,Dangerous Assignment,https://cpj.org/data/people/yaser-murtaja/index.php
"September 4, 1995","Algiers, Algeria",Yasmina Brikh,Algerian Radio,Murder,https://cpj.org/data/people/yasmina-brikh/index.php
"July 10, 1994","Algiers, Algeria",Yasmina Drici,Le Soir d'Alégrie,Murder,https://cpj.org/data/people/yasmina-drici/index.php
"December 4, 2013","Idlib, Syria",Yasser Faisal al-Jumaili,Freelance,Murder,https://cpj.org/data/people/yasser-faisal-al-jumaili/index.php
"December 27, 1992","El Harrach, Algeria",Youcef Sebti,Freelancer,Murder,https://cpj.org/data/people/youcef-sebti/index.php
"December 8, 2014","Sheikh Miskeen, Daraa province, Syria",Yousef el-Dous,Orient News,Crossfire,https://cpj.org/data/people/yousef-el-dous/index.php
"February 15, 2013","Aleppo, Syria",Youssef Adel Bakri (Youssef Abu Jad),Halab News Network,Crossfire,https://cpj.org/data/people/youssef-adel-bakri-youssef-abu-jad/index.php
"May 21, 2015","Dhamar, Yemen",Youssef al-Ayzari,Suhail TV,Crossfire,https://cpj.org/data/people/youssef-al-ayzari/index.php
"April 24, 2013","Damascus, Syria",Youssef Younis,Freelance,Crossfire,https://cpj.org/data/people/youssef-younis/index.php
"July 3, 2003","Moscow, Russia",Yuri Shchekochikhin,Novaya Gazeta,Murder,https://cpj.org/data/people/yuri-shchekochikhin/index.php
"June 12, 1994","Moscow, Russia",Yuri Soltis,Interfax,Murder,https://cpj.org/data/people/yuri-soltis/index.php
"March 7, 2007","Baghdad, Iraq",Yussef Sabri,Biladi,Crossfire,https://cpj.org/data/people/yussef-sabri/index.php
"June 21, 2014","Mogadishu, Somalia",Yusuf Ahmed Abukar,"Radio Ergo, Mustaqbal Radio",Murder,https://cpj.org/data/people/yusuf-ahmed-abukar/index.php
"September 16, 2012","Aleppo, Syria",Yusuf Ahmed Deeb,Liwaa Al-Fatih,Crossfire,https://cpj.org/data/people/yusuf-ahmed-deeb/index.php
"October 3, 1993","Moscow, Russia",Yvan Scopan,TF-1 Television Company,Dangerous Assignment,https://cpj.org/data/people/yvan-scopan/index.php
"January 17, 2013","Aleppo, Syria",Yves Debay,Assault,Crossfire,https://cpj.org/data/people/yves-debay/index.php
"January 18, 1997","Lahore, Pakistan",Z.A. Shahid,Khabrain,Dangerous Assignment,https://cpj.org/data/people/za-shahid/index.php
"June 5, 2016","Marjah district, Helmand province, Afghanistan",Zabihullah Tamanna,National Public Radio,Crossfire,https://cpj.org/data/people/zabihullah-tamanna/index.php
"April 12, 2016","Gaziantep, Turkey",Zaher al-Shurqat,Aleppo Today,Murder,https://cpj.org/data/people/zaher-al-shurqat/index.php
"November 22, 2014","Zebdine, Syria",Zaher Mtawe'e,Zebdine Coordination Committee,Crossfire,https://cpj.org/data/people/zaher-mtawee/index.php
"July 10, 2003","Tehran, Iran",Zahra Kazemi,freelance,Murder,https://cpj.org/data/people/zahra-kazemi/index.php
"December 7, 2015","Taldou, Homs province, Syria",Zakaria Ibrahim,Al-Jazeera,Crossfire,https://cpj.org/data/people/zakaria-ibrahim/index.php
"October 22, 2011","Maiduguri, Nigeria",Zakariya Isa,Nigeria Television Authority,Murder,https://cpj.org/data/people/zakariya-isa/index.php
"April 9, 2011","Al-Dair, Bahrain",Zakariya Rashid Hassan al-Ashiri,Freelance,Dangerous Assignment,https://cpj.org/data/people/zakariya-rashid-hassan-al-ashiri/index.php
"June 4, 2007","Parwan province, Afghanistan",Zakia Zaki,Sada-i-Sulh,Murder,https://cpj.org/data/people/zakia-zaki/index.php
"November 3, 2015","Tank, Pakistan",Zaman Mehsud,"Daily Ummat, Daily Nai Baat",Murder,https://cpj.org/data/people/zaman-mehsud/index.php
"March 21, 1995","Minas Gerais, Brazil",Zaqueu de Oliveira,Gazeta de Barroso,Murder,https://cpj.org/data/people/zaqueu-de-oliveira/index.php
"March 13, 2000","Canindé de Sáo Francisco, Brazil",Zezinho Cazuza,Rádio Xingó FM,Murder,https://cpj.org/data/people/zezinho-cazuza/index.php
"May 8, 1999","Belgrade, Yugoslavia",Zhu Ying,The Guangming Daily,Crossfire,https://cpj.org/data/people/zhu-ying/index.php
"January 6, 1995","near Blida, Algeria",Zineddine Aliou Salah,Liberté,Murder,https://cpj.org/data/people/zineddine-aliou-salah/index.php
"November 23, 2007","Mirpur Khas, Pakistan",Zubair Ahmed Mujahid,Jang,Murder,https://cpj.org/data/people/zubair-ahmed-mujahid/index.php
